Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance,Duration,CallStartHour,CallStartMinute,CallStartSecond
CI1555,43,student,single,primary,no,3003,no,no,cellular,8,aug,3,-1,0,NA,16:07:16,16:13:14,no,358.0,16,7,16
CI1556,50,management,single,primary,no,4108,yes,no,cellular,7,aug,2,-1,0,NA,10:52:58,11:01:44,yes,526.0,10,52,58
CI1557,33,admin.,single,tertiary,no,0,yes,yes,NA,8,may,1,-1,0,NA,09:44:22,10:00:44,no,982.0,9,44,22
CI1558,29,entrepreneur,divorced,tertiary,no,590,no,no,cellular,25,may,1,-1,0,NA,14:41:55,14:43:59,yes,124.0,14,41,55
CI1559,35,management,single,primary,no,1116,yes,no,NA,12,jun,1,-1,0,NA,15:54:43,15:56:47,no,124.0,15,54,43
CI1560,38,entrepreneur,single,tertiary,no,976,yes,no,cellular,14,jul,3,-1,0,NA,14:57:46,15:10:32,yes,766.0,14,57,46
CI1561,35,entrepreneur,divorced,tertiary,no,0,no,no,cellular,20,aug,2,-1,0,NA,13:24:27,13:26:18,no,111.0,13,24,27
CI1562,42,retired,married,secondary,no,5037,no,no,cellular,16,jul,6,84,14,success,16:43:39,16:45:19,no,100.0,16,43,39
CI1563,42,management,single,primary,no,480,yes,no,NA,6,jun,12,-1,0,NA,16:16:05,16:20:53,no,288.0,16,16,5
CI1564,30,unemployed,divorced,tertiary,no,61,no,yes,cellular,5,feb,5,8,2,other,10:10:48,10:13:01,no,133.0,10,10,48
CI1565,31,entrepreneur,divorced,tertiary,no,205,yes,no,NA,3,jun,2,-1,0,NA,09:02:17,09:07:59,no,342.0,9,2,17
CI1566,35,entrepreneur,divorced,tertiary,no,1183,yes,no,cellular,21,nov,3,185,2,failure,16:00:50,16:01:11,no,21.0,16,0,50
CI1567,35,technician,married,tertiary,no,1224,yes,no,cellular,3,nov,1,-1,0,NA,15:15:38,15:18:45,yes,187.0,15,15,38
CI1568,30,technician,divorced,tertiary,no,213,yes,yes,NA,27,may,1,-1,0,NA,16:45:14,16:57:45,yes,751.0,16,45,14
CI1569,42,technician,married,tertiary,no,527,no,yes,cellular,22,oct,1,185,1,success,15:32:40,15:35:41,yes,181.0,15,32,40
CI1570,37,self-employed,single,tertiary,no,942,no,no,NA,17,jun,1,-1,0,NA,10:48:32,10:49:51,no,79.0,10,48,32
CI1571,69,services,married,primary,no,482,no,no,cellular,2,jul,2,-1,0,NA,17:02:05,17:06:25,yes,260.0,17,2,5
CI1572,66,self-employed,single,primary,no,40,no,no,telephone,14,oct,2,-1,0,NA,14:39:25,14:44:15,yes,290.0,14,39,25
CI1573,43,technician,single,tertiary,no,2271,no,no,telephone,10,nov,1,-1,0,NA,14:09:37,14:18:21,yes,524.0,14,9,37
CI1574,34,management,married,tertiary,no,882,no,yes,telephone,20,oct,1,-1,0,NA,17:32:48,17:33:12,no,24.0,17,32,48
CI1575,48,retired,divorced,tertiary,no,334,yes,no,cellular,28,sep,2,92,12,success,13:20:38,13:30:38,yes,600.0,13,20,38
CI1576,50,retired,single,primary,no,290,no,yes,cellular,8,aug,2,-1,0,NA,16:32:31,16:33:21,no,50.0,16,32,31
CI1577,35,entrepreneur,divorced,tertiary,no,204,yes,no,cellular,25,may,1,-1,0,NA,16:29:42,16:33:38,yes,236.0,16,29,42
CI1578,30,technician,single,tertiary,no,166,no,no,NA,14,jun,1,-1,0,NA,17:58:00,17:58:30,no,30.0,17,58,0
CI1579,36,entrepreneur,divorced,tertiary,no,651,no,no,cellular,7,aug,1,-1,0,NA,17:19:38,17:34:14,yes,876.0,17,19,38
CI1580,24,unemployed,divorced,tertiary,no,1123,no,no,cellular,13,jul,1,412,1,other,11:54:26,12:02:21,yes,475.0,11,54,26
CI1581,73,services,single,primary,no,508,no,no,cellular,9,mar,1,-1,0,NA,09:57:57,10:00:53,yes,176.0,9,57,57
CI1582,33,technician,single,tertiary,yes,675,yes,no,NA,28,may,2,-1,0,NA,15:47:47,15:51:52,no,245.0,15,47,47
CI1583,35,technician,single,primary,no,163,yes,no,cellular,6,aug,6,-1,0,NA,15:12:08,15:14:14,no,126.0,15,12,8
CI1584,34,retired,single,primary,no,589,no,no,cellular,1,sep,1,44,3,other,09:03:02,09:08:02,yes,300.0,9,3,2
CI1585,46,management,single,primary,no,174,yes,yes,NA,8,may,3,-1,0,NA,15:24:24,15:26:12,no,108.0,15,24,24
CI1586,28,management,divorced,tertiary,no,0,yes,no,NA,28,may,1,-1,0,NA,15:07:45,15:14:11,no,386.0,15,7,45
CI1587,35,management,divorced,tertiary,no,885,yes,no,cellular,15,jul,6,-1,0,NA,12:40:47,12:51:19,yes,632.0,12,40,47
CI1588,27,unemployed,single,tertiary,no,119,yes,no,cellular,16,jul,2,-1,0,NA,11:17:35,11:30:36,yes,781.0,11,17,35
CI1589,51,technician,single,tertiary,no,1415,yes,no,NA,2,jun,3,-1,0,NA,11:49:39,11:52:10,no,151.0,11,49,39
CI1590,34,management,divorced,secondary,no,129,yes,yes,cellular,16,nov,1,200,2,success,17:36:47,17:41:42,yes,295.0,17,36,47
CI1591,48,management,single,tertiary,no,926,no,no,cellular,15,feb,4,185,6,success,11:54:50,12:01:12,yes,382.0,11,54,50
CI1592,38,admin.,single,tertiary,no,3249,yes,no,NA,2,jun,1,-1,0,NA,15:25:20,15:31:44,no,384.0,15,25,20
CI1593,49,services,married,tertiary,no,224,no,yes,cellular,31,jul,4,-1,0,NA,12:22:29,12:23:48,no,79.0,12,22,29
CI1594,56,self-employed,married,primary,yes,1238,no,no,NA,5,jun,1,-1,0,NA,15:20:43,15:46:41,yes,1558.0,15,20,43
CI1595,48,management,single,tertiary,no,1730,yes,no,cellular,4,feb,1,178,2,failure,15:53:25,16:01:34,yes,489.0,15,53,25
CI1596,52,entrepreneur,single,tertiary,no,1033,no,no,cellular,28,jan,3,-1,0,NA,16:56:58,17:00:16,no,198.0,16,56,58
CI1597,40,management,single,primary,no,830,yes,no,cellular,13,may,3,370,2,failure,15:43:33,15:58:06,yes,873.0,15,43,33
CI1598,44,blue-collar,single,secondary,no,722,yes,no,telephone,22,jul,2,-1,0,NA,14:34:58,14:39:27,no,269.0,14,34,58
CI1599,53,retired,single,primary,no,1786,yes,no,NA,8,may,2,-1,0,NA,10:15:16,10:16:22,no,66.0,10,15,16
CI1600,46,housemaid,single,tertiary,no,244,no,no,cellular,21,aug,2,-1,0,NA,09:29:13,09:31:32,no,139.0,9,29,13
CI1601,50,entrepreneur,single,tertiary,no,797,yes,no,NA,6,may,1,-1,0,NA,10:35:04,10:40:58,no,354.0,10,35,4
CI1602,34,retired,single,primary,no,3696,no,no,cellular,8,apr,2,160,5,other,15:43:26,15:56:04,yes,758.0,15,43,26
CI1603,51,retired,divorced,tertiary,no,1610,yes,no,NA,16,jun,3,-1,0,NA,13:56:26,14:17:14,yes,1248.0,13,56,26
CI1604,35,management,divorced,tertiary,no,907,yes,yes,NA,8,may,1,-1,0,NA,11:34:30,11:38:32,no,242.0,11,34,30
CI1605,30,technician,divorced,tertiary,no,4448,no,no,cellular,11,feb,8,-1,0,NA,09:09:44,09:11:36,yes,112.0,9,9,44
CI1606,37,admin.,single,primary,no,678,no,yes,NA,19,jun,1,-1,0,NA,16:55:21,17:01:56,no,395.0,16,55,21
CI1607,37,retired,divorced,tertiary,no,119,yes,no,NA,11,jun,11,-1,0,NA,13:49:39,13:55:54,no,375.0,13,49,39
CI1608,46,self-employed,single,tertiary,no,38,no,no,cellular,25,nov,1,-1,0,NA,15:36:31,15:45:32,yes,541.0,15,36,31
CI1609,33,retired,single,primary,no,191,no,no,cellular,13,aug,2,-1,0,NA,14:23:10,14:42:18,yes,1148.0,14,23,10
CI1610,58,services,single,tertiary,no,1227,no,no,cellular,2,feb,1,-1,0,NA,11:03:29,11:08:06,no,277.0,11,3,29
CI1611,37,housemaid,single,tertiary,no,345,yes,yes,cellular,16,apr,1,148,1,failure,14:08:39,14:10:33,no,114.0,14,8,39
CI1612,31,retired,divorced,tertiary,no,999,yes,no,cellular,13,apr,5,-1,0,NA,17:51:40,17:54:47,no,187.0,17,51,40
CI1613,31,housemaid,single,tertiary,no,0,yes,no,cellular,8,may,2,-1,0,NA,17:34:44,17:39:18,no,274.0,17,34,44
CI1614,61,retired,divorced,tertiary,no,2,no,no,cellular,12,aug,1,114,3,failure,16:18:48,16:20:59,yes,131.0,16,18,48
CI1615,32,retired,divorced,tertiary,no,2059,no,no,cellular,4,feb,2,-1,0,NA,17:07:29,17:22:15,no,886.0,17,7,29
CI1616,50,retired,single,tertiary,no,1165,no,no,cellular,16,jul,1,-1,0,NA,17:17:35,17:25:10,yes,455.0,17,17,35
CI1617,48,admin.,single,tertiary,no,0,yes,no,cellular,11,may,3,-1,0,NA,12:51:57,12:59:07,no,430.0,12,51,57
CI1618,34,retired,divorced,tertiary,no,5086,no,no,cellular,25,may,4,-1,0,NA,13:24:47,13:28:20,yes,213.0,13,24,47
CI1619,45,technician,single,tertiary,no,205,no,no,cellular,4,may,1,90,2,success,17:21:58,17:31:10,yes,552.0,17,21,58
CI1620,31,entrepreneur,single,tertiary,no,1173,yes,no,cellular,14,jul,3,-1,0,NA,17:07:31,17:14:55,yes,444.0,17,7,31
CI1621,38,student,single,primary,no,3139,yes,no,cellular,18,nov,2,-1,0,NA,12:01:52,12:04:49,no,177.0,12,1,52
CI1622,29,student,divorced,tertiary,no,415,no,no,cellular,29,jan,1,-1,0,NA,10:41:19,10:43:21,no,122.0,10,41,19
CI1623,27,entrepreneur,divorced,tertiary,no,598,yes,no,cellular,18,may,2,-1,0,NA,10:18:47,10:23:56,no,309.0,10,18,47
CI1624,31,retired,divorced,tertiary,no,533,no,no,telephone,12,may,1,90,10,success,15:25:51,15:32:03,yes,372.0,15,25,51
CI1625,42,technician,divorced,secondary,no,297,yes,no,NA,29,may,1,-1,0,NA,15:52:33,15:54:19,no,106.0,15,52,33
CI1626,39,housemaid,single,tertiary,no,25,yes,yes,cellular,12,may,1,351,3,failure,13:47:44,13:58:42,yes,658.0,13,47,44
CI1627,75,services,single,primary,no,1413,no,no,cellular,1,sep,2,188,2,success,15:07:13,15:16:05,yes,532.0,15,7,13
CI1628,51,management,married,primary,no,19,yes,no,cellular,13,may,1,296,11,failure,14:58:27,15:12:16,yes,829.0,14,58,27
CI1629,44,housemaid,single,tertiary,no,1326,no,no,cellular,30,jul,1,-1,0,NA,11:01:57,11:03:33,no,96.0,11,1,57
CI1630,40,technician,divorced,tertiary,no,985,yes,no,cellular,4,jun,3,50,8,failure,12:14:55,12:24:47,yes,592.0,12,14,55
CI1631,52,retired,single,primary,no,1392,no,no,cellular,28,jan,2,205,3,failure,12:58:16,13:16:57,no,1121.0,12,58,16
CI1632,52,technician,divorced,tertiary,no,528,yes,yes,cellular,1,jun,2,-1,0,NA,17:02:39,17:21:43,yes,1144.0,17,2,39
CI1633,56,student,single,secondary,no,0,no,no,cellular,19,aug,1,-1,0,NA,13:37:09,13:39:19,no,130.0,13,37,9
CI1634,39,housemaid,single,tertiary,no,117,yes,no,cellular,18,may,2,-1,0,NA,17:09:47,17:26:59,yes,1032.0,17,9,47
CI1635,75,services,married,primary,no,852,no,no,cellular,15,mar,1,-1,0,NA,09:34:33,09:40:14,no,341.0,9,34,33
CI1636,39,retired,married,secondary,no,1968,no,no,cellular,21,nov,1,-1,0,NA,14:54:56,15:05:44,yes,648.0,14,54,56
CI1637,34,entrepreneur,single,tertiary,no,46,yes,yes,NA,3,jul,1,-1,0,NA,17:28:16,17:35:08,no,412.0,17,28,16
CI1638,26,management,divorced,tertiary,no,46,yes,no,NA,20,jun,7,-1,0,NA,12:42:28,12:48:50,yes,382.0,12,42,28
CI1639,30,management,divorced,tertiary,no,5909,yes,no,cellular,18,may,2,-1,0,NA,17:15:16,17:22:16,yes,420.0,17,15,16
CI1640,63,retired,single,primary,no,0,no,no,cellular,12,oct,2,182,6,failure,15:33:35,15:35:45,no,130.0,15,33,35
CI1641,34,entrepreneur,single,tertiary,no,210,yes,yes,cellular,12,may,2,173,1,failure,12:42:17,12:45:48,no,211.0,12,42,17
CI1642,45,retired,married,secondary,no,6572,yes,no,cellular,17,nov,2,-1,0,NA,15:48:20,15:49:02,no,42.0,15,48,20
CI1643,29,management,single,tertiary,no,5903,yes,no,NA,8,may,1,-1,0,NA,09:42:01,09:45:15,no,194.0,9,42,1
CI1644,33,management,single,primary,no,35,no,no,cellular,15,may,3,-1,0,NA,10:25:45,10:26:32,no,47.0,10,25,45
CI1645,44,management,married,primary,no,75,yes,no,cellular,16,apr,1,281,1,failure,10:47:32,10:57:46,no,614.0,10,47,32
CI1646,38,housemaid,married,secondary,no,6360,no,no,NA,20,jun,2,-1,0,NA,15:34:43,15:58:12,yes,1409.0,15,34,43
CI1647,31,entrepreneur,divorced,tertiary,no,2544,no,no,cellular,12,jan,1,279,2,success,12:02:17,12:06:06,yes,229.0,12,2,17
CI1648,44,entrepreneur,married,tertiary,no,14,no,no,cellular,13,nov,1,92,1,success,14:02:44,14:05:31,yes,167.0,14,2,44
CI1649,38,entrepreneur,single,tertiary,no,2767,yes,no,cellular,21,nov,2,-1,0,NA,10:19:34,10:31:25,no,711.0,10,19,34
CI1650,35,entrepreneur,single,tertiary,no,150,no,no,cellular,18,aug,5,-1,0,NA,17:27:26,17:31:28,no,242.0,17,27,26
CI1651,32,retired,single,primary,no,6138,no,no,cellular,29,jul,2,90,9,failure,10:40:51,10:49:30,yes,519.0,10,40,51
CI1652,58,retired,married,secondary,no,5701,no,no,cellular,2,feb,1,-1,0,NA,15:36:32,15:45:13,yes,521.0,15,36,32
CI1653,39,retired,divorced,tertiary,no,0,yes,no,cellular,18,nov,2,-1,0,NA,16:27:07,16:37:40,no,633.0,16,27,7
CI1654,27,unemployed,divorced,tertiary,no,311,no,no,cellular,28,jul,1,148,4,success,12:56:05,13:03:47,yes,462.0,12,56,5
CI1655,59,management,single,tertiary,no,1047,no,no,cellular,21,aug,1,184,3,success,09:25:09,09:32:27,yes,438.0,9,25,9
CI1656,43,services,single,tertiary,no,860,no,no,telephone,30,oct,1,-1,0,NA,10:41:42,10:43:54,yes,132.0,10,41,42
CI1657,38,technician,single,tertiary,no,47,yes,no,cellular,4,may,5,-1,0,NA,15:17:54,15:22:42,yes,288.0,15,17,54
CI1658,32,retired,divorced,tertiary,no,623,no,no,cellular,6,jul,3,194,2,failure,10:53:19,10:58:54,yes,335.0,10,53,19
CI1659,29,entrepreneur,single,tertiary,no,273,no,no,cellular,4,feb,2,-1,0,NA,12:29:02,13:15:17,yes,2775.0,12,29,2
CI1660,45,retired,single,primary,no,242,no,no,cellular,30,apr,1,-1,0,NA,09:21:26,09:31:13,yes,587.0,9,21,26
CI1661,26,blue-collar,married,tertiary,no,295,yes,no,cellular,7,may,1,-1,0,NA,09:59:39,10:08:55,no,556.0,9,59,39
CI1662,42,management,married,tertiary,no,1261,yes,yes,cellular,10,jul,1,-1,0,NA,17:44:20,17:48:52,no,272.0,17,44,20
CI1663,37,retired,divorced,tertiary,no,698,no,no,cellular,8,sep,2,-1,0,NA,11:55:29,12:13:30,yes,1081.0,11,55,29
CI1664,57,management,single,secondary,no,97,yes,no,NA,16,may,6,-1,0,NA,14:26:38,14:30:58,no,260.0,14,26,38
CI1665,52,retired,single,primary,no,751,no,no,cellular,14,may,4,371,5,failure,16:36:39,16:39:24,no,165.0,16,36,39
CI1666,43,entrepreneur,single,tertiary,no,3285,yes,no,NA,13,may,2,-1,0,NA,11:00:26,11:29:07,yes,1721.0,11,0,26
CI1667,39,retired,divorced,tertiary,no,816,yes,no,cellular,27,aug,3,-1,0,NA,13:58:56,13:59:33,no,37.0,13,58,56
CI1668,44,management,single,tertiary,no,16178,yes,no,cellular,21,nov,1,-1,0,NA,13:55:29,14:00:26,no,297.0,13,55,29
CI1669,31,retired,single,primary,no,69,no,no,cellular,20,aug,2,-1,0,NA,10:53:20,10:56:35,no,195.0,10,53,20
CI1670,50,management,single,tertiary,no,253,no,no,NA,25,jun,1,-1,0,NA,17:14:36,17:15:19,no,43.0,17,14,36
CI1671,49,management,divorced,primary,no,87,yes,no,telephone,14,may,2,-1,0,NA,10:12:46,10:15:28,no,162.0,10,12,46
CI1672,59,management,single,tertiary,no,309,no,no,cellular,28,jan,1,-1,0,NA,10:06:29,10:11:29,no,300.0,10,6,29
CI1673,33,self-employed,divorced,tertiary,no,1107,yes,no,cellular,18,mar,1,-1,0,NA,14:00:26,14:03:47,yes,201.0,14,0,26
CI1674,33,entrepreneur,divorced,tertiary,no,258,no,no,cellular,12,mar,4,-1,0,NA,12:50:16,12:51:36,yes,80.0,12,50,16
CI1675,57,technician,single,primary,no,389,no,no,cellular,9,jul,2,-1,0,NA,15:18:44,15:20:32,no,108.0,15,18,44
CI1676,55,retired,single,primary,no,113,no,no,cellular,12,aug,1,457,3,failure,11:27:57,11:33:03,yes,306.0,11,27,57
CI1677,33,technician,single,tertiary,no,258,yes,no,cellular,5,may,1,-1,0,NA,14:29:02,14:29:39,no,37.0,14,29,2
CI1678,42,technician,married,tertiary,no,2129,no,no,cellular,13,aug,1,182,2,other,15:29:46,15:40:19,yes,633.0,15,29,46
CI1679,40,retired,single,tertiary,no,754,no,yes,cellular,6,apr,1,-1,0,NA,16:27:01,16:37:36,yes,635.0,16,27,1
CI1680,67,services,single,secondary,no,2540,no,no,telephone,14,jun,5,116,4,other,11:04:09,11:08:47,yes,278.0,11,4,9
CI1681,53,admin.,single,tertiary,no,0,yes,no,telephone,10,jul,27,-1,0,NA,10:48:58,10:54:09,no,311.0,10,48,58
CI1682,32,management,single,primary,no,415,yes,no,NA,2,jun,4,-1,0,NA,17:18:14,17:31:11,yes,777.0,17,18,14
CI1683,67,services,single,primary,no,701,no,no,cellular,6,aug,2,-1,0,NA,11:55:22,11:59:36,yes,254.0,11,55,22
CI1684,46,entrepreneur,single,tertiary,no,408,yes,yes,telephone,7,may,4,286,1,other,13:38:53,13:41:11,no,138.0,13,38,53
CI1685,35,technician,single,tertiary,no,2374,yes,no,cellular,11,aug,2,183,5,success,15:17:21,15:30:06,yes,765.0,15,17,21
CI1686,36,management,single,tertiary,no,1790,yes,no,cellular,16,apr,2,-1,0,NA,14:27:53,14:34:19,no,386.0,14,27,53
CI1687,35,housemaid,single,tertiary,no,197,yes,no,NA,26,may,1,-1,0,NA,14:35:05,14:36:48,no,103.0,14,35,5
CI1688,37,management,single,tertiary,no,4,yes,yes,NA,29,may,1,-1,0,NA,14:46:06,14:52:27,no,381.0,14,46,6
CI1689,31,management,single,primary,no,554,yes,no,cellular,14,may,1,352,5,failure,13:09:40,13:14:57,no,317.0,13,9,40
CI1690,37,housemaid,single,tertiary,no,775,no,no,cellular,14,aug,2,-1,0,NA,15:37:25,15:39:55,yes,150.0,15,37,25
CI1691,26,management,divorced,tertiary,no,632,no,no,cellular,12,aug,3,181,1,success,09:46:56,09:52:08,yes,312.0,9,46,56
CI1692,42,self-employed,single,primary,no,1523,yes,yes,cellular,25,jul,5,-1,0,NA,09:56:13,10:06:00,no,587.0,9,56,13
CI1693,37,management,divorced,tertiary,no,3649,yes,no,cellular,15,apr,2,146,4,failure,14:23:38,14:34:01,no,623.0,14,23,38
CI1694,77,services,single,secondary,no,992,no,no,cellular,27,apr,2,182,2,failure,13:29:41,13:32:08,no,147.0,13,29,41
CI1695,37,entrepreneur,divorced,tertiary,no,1894,yes,no,cellular,12,may,1,351,7,other,11:43:21,12:15:26,no,1925.0,11,43,21
CI1696,34,technician,single,primary,no,882,no,no,cellular,13,aug,1,113,5,success,16:05:54,16:08:09,no,135.0,16,5,54
CI1697,39,management,divorced,tertiary,no,48,no,no,cellular,3,jun,1,-1,0,NA,14:55:41,15:04:40,yes,539.0,14,55,41
CI1698,43,entrepreneur,single,tertiary,no,308,yes,no,cellular,3,feb,3,264,4,other,14:39:03,14:41:20,no,137.0,14,39,3
CI1699,39,technician,single,tertiary,no,2319,no,no,cellular,7,jul,1,-1,0,NA,15:01:59,15:03:23,no,84.0,15,1,59
CI1700,28,entrepreneur,divorced,tertiary,no,2000,no,no,telephone,3,feb,2,-1,0,NA,15:00:07,15:03:53,no,226.0,15,0,7
CI1701,29,entrepreneur,divorced,tertiary,no,113,no,no,cellular,12,feb,2,183,4,success,17:34:17,17:39:45,yes,328.0,17,34,17
CI1702,37,retired,single,primary,no,2283,no,no,cellular,6,aug,2,92,4,success,12:38:51,12:43:54,yes,303.0,12,38,51
CI1703,38,retired,single,primary,no,193,no,no,cellular,18,nov,1,-1,0,NA,16:24:15,16:27:26,no,191.0,16,24,15
CI1704,38,management,single,primary,no,3289,no,no,NA,9,jun,2,-1,0,NA,13:51:31,14:00:44,no,553.0,13,51,31
CI1705,34,housemaid,single,tertiary,no,62,yes,no,NA,16,jun,3,-1,0,NA,13:50:40,13:52:29,no,109.0,13,50,40
CI1706,32,management,divorced,tertiary,no,2093,no,no,cellular,24,sep,2,444,1,failure,16:17:33,16:21:17,yes,224.0,16,17,33
CI1707,32,housemaid,divorced,primary,no,56,no,yes,cellular,19,nov,1,-1,0,NA,15:55:27,16:02:25,no,418.0,15,55,27
CI1708,47,retired,single,primary,no,866,no,no,NA,20,jun,7,-1,0,NA,09:05:47,09:05:54,no,7.0,9,5,47
CI1709,39,technician,married,tertiary,no,458,no,no,cellular,21,nov,2,-1,0,NA,09:16:48,09:29:12,no,744.0,9,16,48
CI1710,58,management,single,tertiary,no,687,yes,no,cellular,7,aug,1,99,2,success,09:00:01,09:03:42,yes,221.0,9,0,1
CI1711,25,unemployed,divorced,tertiary,no,486,no,no,cellular,13,sep,3,199,4,failure,13:33:03,13:37:36,yes,273.0,13,33,3
CI1712,64,services,single,primary,no,43,no,no,cellular,10,dec,1,-1,0,NA,16:37:19,16:41:11,yes,232.0,16,37,19
CI1713,32,entrepreneur,divorced,tertiary,no,0,no,no,cellular,7,aug,2,-1,0,NA,10:43:15,10:47:43,no,268.0,10,43,15
CI1714,49,technician,divorced,tertiary,no,293,no,no,cellular,28,jun,1,-1,0,NA,09:14:41,09:22:13,yes,452.0,9,14,41
CI1715,42,retired,single,secondary,no,1519,no,no,cellular,19,jul,1,-1,0,NA,14:05:15,14:09:43,yes,268.0,14,5,15
CI1716,61,technician,single,tertiary,no,4608,no,no,cellular,12,mar,1,-1,0,NA,15:08:38,15:12:10,yes,212.0,15,8,38
CI1717,26,unemployed,divorced,tertiary,no,10086,no,no,cellular,21,apr,2,-1,0,NA,16:07:39,16:09:29,yes,110.0,16,7,39
CI1718,26,technician,divorced,tertiary,no,74,no,yes,cellular,16,jul,2,-1,0,NA,12:03:34,12:10:33,no,419.0,12,3,34
CI1719,37,housemaid,divorced,tertiary,no,459,no,no,telephone,16,jul,14,-1,0,NA,14:26:39,14:27:40,no,61.0,14,26,39
CI1720,46,housemaid,single,tertiary,no,273,no,no,cellular,22,aug,2,-1,0,NA,10:21:06,10:30:31,yes,565.0,10,21,6
CI1721,35,technician,divorced,tertiary,no,994,no,no,cellular,2,feb,2,-1,0,NA,17:44:07,17:45:22,no,75.0,17,44,7
CI1722,38,entrepreneur,single,tertiary,no,508,yes,no,cellular,18,nov,3,175,2,failure,17:35:52,17:47:54,no,722.0,17,35,52
CI1723,44,student,married,secondary,no,1070,yes,no,cellular,12,aug,2,104,3,success,11:47:42,11:49:59,yes,137.0,11,47,42
CI1724,32,entrepreneur,divorced,tertiary,no,705,yes,no,cellular,20,apr,4,-1,0,NA,17:10:50,17:11:10,no,20.0,17,10,50
CI1725,33,housemaid,divorced,tertiary,no,0,yes,no,NA,20,may,3,-1,0,NA,17:55:15,17:57:29,no,134.0,17,55,15
CI1726,49,entrepreneur,married,tertiary,no,403,no,yes,cellular,21,jul,2,-1,0,NA,15:05:58,15:14:00,no,482.0,15,5,58
CI1727,77,services,single,primary,no,1385,no,no,telephone,8,sep,4,-1,0,NA,15:39:24,15:42:04,no,160.0,15,39,24
CI1728,29,technician,single,primary,no,238,no,no,cellular,25,may,2,88,1,failure,10:53:04,10:58:48,yes,344.0,10,53,4
CI1729,51,services,single,tertiary,no,14,no,yes,cellular,21,jul,5,-1,0,NA,13:39:32,13:48:56,no,564.0,13,39,32
CI1730,28,unemployed,divorced,tertiary,no,196,no,no,cellular,2,jul,3,-1,0,NA,16:15:22,16:22:25,yes,423.0,16,15,22
CI1731,60,services,single,tertiary,no,938,no,no,cellular,13,jan,3,-1,0,NA,11:27:29,11:33:49,yes,380.0,11,27,29
CI1732,30,entrepreneur,divorced,tertiary,no,635,no,no,cellular,13,aug,8,-1,0,NA,16:16:56,16:31:07,yes,851.0,16,16,56
CI1733,43,self-employed,single,primary,no,25,no,no,cellular,12,aug,2,-1,0,NA,16:15:47,16:17:48,no,121.0,16,15,47
CI1734,48,management,single,tertiary,no,0,no,no,cellular,29,jul,6,-1,0,NA,10:48:10,10:51:45,no,215.0,10,48,10
CI1735,49,services,single,primary,no,37,no,no,NA,4,jul,2,-1,0,NA,12:46:38,12:49:49,no,191.0,12,46,38
CI1736,54,services,married,secondary,no,3076,no,no,cellular,27,may,2,-1,0,NA,15:50:49,15:56:56,yes,367.0,15,50,49
CI1737,39,self-employed,single,primary,no,34,yes,no,cellular,14,jul,3,-1,0,NA,15:55:57,16:02:14,no,377.0,15,55,57
CI1738,59,technician,single,primary,no,0,no,no,cellular,30,jan,2,-1,0,NA,15:55:58,16:46:23,no,3025.0,15,55,58
CI1739,37,entrepreneur,divorced,tertiary,no,5436,yes,no,cellular,6,may,11,351,1,failure,16:00:36,16:00:43,no,7.0,16,0,36
CI1740,34,retired,married,secondary,no,0,no,no,cellular,21,aug,2,-1,0,NA,14:18:46,14:20:49,no,123.0,14,18,46
CI1741,28,retired,divorced,tertiary,no,227,yes,no,NA,4,jun,2,-1,0,NA,17:52:29,17:57:27,no,298.0,17,52,29
CI1742,58,technician,single,tertiary,no,3735,no,no,cellular,17,nov,2,-1,0,NA,15:30:33,15:32:04,no,91.0,15,30,33
CI1743,37,retired,divorced,tertiary,no,240,no,no,NA,5,jun,1,-1,0,NA,10:58:28,11:17:11,yes,1123.0,10,58,28
CI1744,34,entrepreneur,married,secondary,no,66,no,yes,cellular,19,aug,2,-1,0,NA,17:11:04,17:12:18,no,74.0,17,11,4
CI1745,31,housemaid,divorced,tertiary,no,1709,no,yes,telephone,28,jan,3,-1,0,NA,16:46:59,17:02:43,yes,944.0,16,46,59
CI1746,40,entrepreneur,divorced,tertiary,no,1646,yes,no,cellular,4,may,2,91,3,success,13:26:54,13:33:26,yes,392.0,13,26,54
CI1747,40,technician,single,tertiary,no,5,no,no,cellular,2,feb,1,-1,0,NA,15:01:39,15:04:33,no,174.0,15,1,39
CI1748,28,technician,single,tertiary,no,330,no,no,cellular,2,dec,1,188,3,other,16:31:24,16:37:21,yes,357.0,16,31,24
CI1749,36,entrepreneur,single,primary,no,4596,yes,no,cellular,16,apr,2,-1,0,NA,12:41:40,12:56:41,yes,901.0,12,41,40
CI1750,40,management,divorced,tertiary,no,7968,no,no,cellular,2,jun,1,-1,0,NA,17:11:48,17:21:44,yes,596.0,17,11,48
CI1751,31,retired,divorced,tertiary,no,37,no,no,cellular,8,aug,2,-1,0,NA,09:36:45,09:47:54,yes,669.0,9,36,45
CI1752,49,retired,single,primary,no,5887,no,no,cellular,2,jun,3,293,2,failure,15:49:14,15:52:15,yes,181.0,15,49,14
CI1753,32,housemaid,divorced,tertiary,no,0,yes,no,cellular,31,jul,13,-1,0,NA,13:10:04,13:11:43,no,99.0,13,10,4
